read(MB/s) write(MB/s) Queue_Length Utilization date time elapsed_time
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75555
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75560
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75565
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75570
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75575
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75580
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75585
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75590
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75595
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75600
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75605
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75610
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75615
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75620
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75625
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75630
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75635
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75640
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75645
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75650
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75655
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75660
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75665
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75670
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75675
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75680
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75685
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75690
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75695
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75700
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75705
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75710
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75715
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75720
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75725
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75730
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75735
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75740
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75745
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75750
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75755
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75760
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75765
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75770
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75775
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75780
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75785
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75790
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75795
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75800
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75805
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75810
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75815
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75820
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75825
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75830
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75835
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75840
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75845
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75850
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75855
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75860
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75865
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75870
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75875
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75880
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75885
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75890
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75895
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75900
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75905
0.80 0.48 0.46 135.38 2016-04-15 11:54:29 75910
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75915
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75920
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75925
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75930
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75935
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75940
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75945
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75950
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75955
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75960
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75965
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75970
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75975
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75980
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75985
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75990
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 75995
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 76000
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 76005
0.80 0.48 0.46 135.38 2016-04-15 11:54:30 76010
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76015
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76020
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76025
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76030
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76035
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76040
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76045
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76050
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76055
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76060
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76065
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76070
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76075
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76080
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76085
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76090
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76095
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76100
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76105
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76110
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76115
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76120
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76125
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76130
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76135
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76140
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76145
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76150
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76155
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76160
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76165
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76170
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76175
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76180
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76185
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76190
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76195
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76200
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76205
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76210
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76215
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76220
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76225
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76230
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76235
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76240
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76245
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76250
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76255
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76260
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76265
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76270
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76275
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76280
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76285
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76290
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76295
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76300
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76305
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76310
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76315
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76320
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76325
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76330
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76335
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76340
0.80 0.48 0.46 135.32 2016-04-15 11:54:30 76345
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76350
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76355
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76360
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76365
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76370
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76375
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76380
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76385
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76390
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76395
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76400
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76405
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76410
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76415
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76420
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76425
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76430
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76435
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76440
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76445
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76450
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76455
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76460
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76465
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76470
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76475
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76480
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76485
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76490
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76495
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76500
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76505
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76510
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76515
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76520
0.80 0.48 0.46 135.32 2016-04-15 11:54:31 76525
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76530
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76535
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76540
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76545
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76550
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76555
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76560
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76565
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76570
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76575
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76580
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76585
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76590
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76595
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76600
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76605
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76610
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76615
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76620
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76625
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76630
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76635
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76640
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76645
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76650
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76655
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76660
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76665
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76670
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76675
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76680
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76685
0.80 0.48 0.46 135.32 2016-04-15 11:54:32 76690
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76695
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76700
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76705
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76710
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76715
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76720
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76725
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76730
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76735
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76740
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76745
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76750
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76755
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76760
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76765
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76770
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76775
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76780
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76785
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76790
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76795
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76800
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76805
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76810
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76815
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76820
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76825
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76830
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76835
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76840
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76845
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76850
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76855
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76860
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76865
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76870
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76875
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76880
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76885
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76890
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76895
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76900
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76905
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76910
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76915
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76920
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76925
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76930
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76935
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76940
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76945
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76950
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76955
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76960
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76965
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76970
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76975
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76980
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76985
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76990
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 76995
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77000
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77005
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77010
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77015
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77020
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77025
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77030
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77035
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77040
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77045
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77050
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77055
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77060
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77065
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77070
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77075
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77080
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77085
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77090
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77095
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77100
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77105
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77110
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77115
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77120
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77125
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77130
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77135
0.80 0.48 0.46 135.32 2016-04-15 11:54:33 77140
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77145
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77150
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77155
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77160
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77165
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77170
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77175
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77180
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77185
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77190
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77195
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77200
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77205
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77210
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77215
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77220
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77225
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77230
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77235
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77240
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77245
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77250
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77255
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77260
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77265
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77270
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77275
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77280
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77285
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77290
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77295
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77300
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77305
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77310
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77315
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77320
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77325
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77330
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77335
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77340
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77345
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77350
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77355
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77360
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77365
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77370
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77375
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77380
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77385
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77390
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77395
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77400
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77405
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77410
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77415
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77420
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77425
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77430
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77435
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77440
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77445
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77450
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77455
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77460
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77465
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77470
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77475
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77480
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77485
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77490
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77495
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77500
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77505
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77510
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77515
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77520
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77525
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77530
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77535
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77540
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77545
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77550
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77555
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77560
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77565
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77570
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77575
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77580
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77585
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77590
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77595
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77600
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77605
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77610
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77615
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77620
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77625
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77630
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77635
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77640
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77645
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77650
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77655
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77660
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77665
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77670
0.80 0.48 0.46 135.32 2016-04-15 11:54:34 77675
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77680
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77685
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77690
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77695
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77700
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77705
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77710
0.80 0.48 0.46 135.32 2016-04-15 11:54:35 77715
0.80 0.47 0.46 135.32 2016-04-15 11:54:35 77720
0.80 0.47 0.46 135.32 2016-04-15 11:54:35 77725
0.80 0.47 0.46 135.32 2016-04-15 11:54:35 77730
