#Mem_used Mem_free Mem_buffers Mem_cached Swap_used Swap_free Date Time Elapsed_time
937996 88016 61684 752768 0 1046524 2016-04-15 11:54:22 310
938092 87920 61692 752792 0 1046524 2016-04-15 11:54:28 315
938140 87872 61832 752780 0 1046524 2016-04-15 11:54:33 320
938420 87592 61840 752836 0 1046524 2016-04-15 11:54:38 325
938936 87076 61924 753000 0 1046524 2016-04-15 11:54:43 330
938732 87280 61932 753032 0 1046524 2016-04-15 11:54:48 335
938728 87284 61940 753060 0 1046524 2016-04-15 11:54:53 340
938896 87116 61948 753088 0 1046524 2016-04-15 11:54:58 345
939684 86328 62448 753400 0 1046524 2016-04-15 11:55:03 350
939704 86308 62456 753420 0 1046524 2016-04-15 11:55:08 355
939736 86276 62464 753440 0 1046524 2016-04-15 11:55:13 360
939792 86220 62472 753460 0 1046524 2016-04-15 11:55:18 365
939668 86344 62480 753484 0 1046524 2016-04-15 11:55:23 370
939656 86356 62488 753504 0 1046524 2016-04-15 11:55:28 375
940340 85672 62496 753524 0 1046524 2016-04-15 11:55:33 380
940232 85780 62504 753668 0 1046524 2016-04-15 11:55:38 385
940036 85976 62512 753688 0 1046524 2016-04-15 11:55:43 390
940044 85968 62520 753708 0 1046524 2016-04-15 11:55:48 395
940328 85684 62528 753732 0 1046524 2016-04-15 11:55:53 400
940200 85812 62536 753752 0 1046524 2016-04-15 11:55:58 405
940080 85932 62544 753772 0 1046524 2016-04-15 11:56:04 410
940088 85924 62552 753792 0 1046524 2016-04-15 11:56:09 415
939580 86432 62560 753816 0 1046524 2016-04-15 11:56:14 420
940212 85800 62568 753836 0 1046524 2016-04-15 11:56:19 425
940120 85892 62576 753856 0 1046524 2016-04-15 11:56:24 430
940092 85920 62584 753884 0 1046524 2016-04-15 11:56:29 435
940484 85528 62592 753908 0 1046524 2016-04-15 11:56:34 440
940260 85752 62608 753944 0 1046524 2016-04-15 11:56:39 445
940392 85620 62616 753964 0 1046524 2016-04-15 11:56:44 450
941804 84208 62660 755500 0 1046524 2016-04-15 11:56:49 455
942364 83648 62668 755524 0 1046524 2016-04-15 11:56:54 460
941952 84060 62708 755688 0 1046524 2016-04-15 11:56:59 465
942384 83628 62716 755820 0 1046524 2016-04-15 11:57:04 470
942500 83512 62724 755840 0 1046524 2016-04-15 11:57:09 475
942312 83700 62732 755964 0 1046524 2016-04-15 11:57:14 480
942864 83148 62740 756136 0 1046524 2016-04-15 11:57:19 485
940432 85580 62612 753844 0 1046524 2016-04-15 11:57:25 490
938760 87252 62608 752460 0 1046524 2016-04-15 11:57:30 495
940020 85992 62620 752828 0 1046524 2016-04-15 11:57:35 500
940296 85716 62628 752852 0 1046524 2016-04-15 11:57:40 505
939936 86076 62636 752876 0 1046524 2016-04-15 11:57:45 510
934432 91580 62568 747232 0 1046524 2016-04-15 11:57:50 515
934180 91832 62576 747276 0 1046524 2016-04-15 11:57:55 520
934056 91956 62584 747300 0 1046524 2016-04-15 11:58:00 525
934256 91756 62600 747312 0 1046524 2016-04-15 11:58:05 530
934496 91516 62608 747332 0 1046524 2016-04-15 11:58:10 535
934312 91700 62616 747356 0 1046524 2016-04-15 11:58:15 540
934524 91488 62624 747376 0 1046524 2016-04-15 11:58:20 545
937188 88824 62640 747536 0 1046524 2016-04-15 11:58:25 550
934888 91124 62648 747556 0 1046524 2016-04-15 11:58:30 555
934788 91224 62656 747576 0 1046524 2016-04-15 11:58:35 560
934808 91204 62664 747596 0 1046524 2016-04-15 11:58:40 565
934868 91144 62672 747616 0 1046524 2016-04-15 11:58:45 570
934856 91156 62680 747636 0 1046524 2016-04-15 11:58:51 575
934848 91164 62688 747660 0 1046524 2016-04-15 11:58:56 580
934848 91164 62696 747680 0 1046524 2016-04-15 11:59:01 585
935148 90864 62704 747700 0 1046524 2016-04-15 11:59:06 590
934852 91160 62716 747724 0 1046524 2016-04-15 11:59:11 595
935176 90836 62740 747900 0 1046524 2016-04-15 11:59:16 600
935192 90820 62748 747936 0 1046524 2016-04-15 11:59:21 605
935372 90640 62868 748128 0 1046524 2016-04-15 11:59:46 630
935528 90484 62876 748152 0 1046524 2016-04-15 11:59:51 635
935532 90480 62884 748172 0 1046524 2016-04-15 11:59:56 640
935648 90364 62892 748192 0 1046524 2016-04-15 12:00:01 645
935996 90016 62900 748212 0 1046524 2016-04-15 12:00:06 650
935512 90500 62908 748232 0 1046524 2016-04-15 12:00:11 655
935880 90132 62916 748420 0 1046524 2016-04-15 12:00:17 660
935884 90128 62924 748440 0 1046524 2016-04-15 12:00:22 665
935984 90028 62932 748460 0 1046524 2016-04-15 12:00:27 670
935924 90088 62940 748592 0 1046524 2016-04-15 12:00:32 675
936224 89788 62948 748612 0 1046524 2016-04-15 12:00:37 680
935932 90080 62956 748632 0 1046524 2016-04-15 12:00:42 685
946020 79992 63112 754224 0 1046524 2016-04-15 12:00:47 690
945984 80028 63120 754244 0 1046524 2016-04-15 12:00:52 695
946300 79712 63128 754268 0 1046524 2016-04-15 12:00:57 700
938648 87364 63080 750884 0 1046524 2016-04-15 12:01:02 705
938528 87484 63088 750904 0 1046524 2016-04-15 12:01:07 710
938664 87348 63096 750924 0 1046524 2016-04-15 12:01:12 715
938688 87324 63104 750952 0 1046524 2016-04-15 12:01:17 720
938604 87408 63112 750972 0 1046524 2016-04-15 12:01:22 725
938572 87440 63120 750992 0 1046524 2016-04-15 12:01:27 730
938824 87188 63128 751012 0 1046524 2016-04-15 12:01:32 735
938764 87248 63136 751032 0 1046524 2016-04-15 12:01:37 740
938660 87352 63144 751056 0 1046524 2016-04-15 12:01:43 745
938968 87044 63152 751076 0 1046524 2016-04-15 12:01:48 750
938788 87224 63160 751096 0 1046524 2016-04-15 12:01:53 755
938792 87220 63172 751128 0 1046524 2016-04-15 12:01:58 760
938840 87172 63180 751148 0 1046524 2016-04-15 12:02:03 765
947228 78784 63308 751256 0 1046524 2016-04-15 12:02:08 770
947440 78572 63316 751300 0 1046524 2016-04-15 12:02:13 775
947484 78528 63324 751320 0 1046524 2016-04-15 12:02:18 780
947536 78476 63332 751340 0 1046524 2016-04-15 12:02:23 785
947392 78620 63340 751360 0 1046524 2016-04-15 12:02:28 790
947788 78224 63348 751376 0 1046524 2016-04-15 12:02:33 795
947416 78596 63356 751396 0 1046524 2016-04-15 12:02:38 800
947648 78364 63364 751412 0 1046524 2016-04-15 12:02:43 805
947564 78448 63372 751432 0 1046524 2016-04-15 12:02:48 810
947676 78336 63380 751452 0 1046524 2016-04-15 12:02:53 815
947808 78204 63388 751468 0 1046524 2016-04-15 12:03:26 820
947696 78316 63396 751488 0 1046524 2016-04-15 12:03:31 825
947712 78300 63404 751504 0 1046524 2016-04-15 12:03:36 830
947824 78188 63412 751524 0 1046524 2016-04-15 12:03:41 835
947872 78140 63420 751544 0 1046524 2016-04-15 12:03:46 840
947716 78296 63428 751560 0 1046524 2016-04-15 12:03:51 845
947976 78036 63436 751584 0 1046524 2016-04-15 12:03:56 850
947928 78084 63444 751600 0 1046524 2016-04-15 12:04:01 855
948160 77852 63452 751616 0 1046524 2016-04-15 12:04:06 860
947808 78204 63460 751636 0 1046524 2016-04-15 12:04:11 865
947784 78228 63468 751656 0 1046524 2016-04-15 12:04:16 870
947936 78076 63476 751672 0 1046524 2016-04-15 12:04:22 875
947880 78132 63484 751692 0 1046524 2016-04-15 12:04:27 880
947772 78240 63492 751712 0 1046524 2016-04-15 12:04:32 885
948380 77632 63500 751732 0 1046524 2016-04-15 12:04:37 890
948128 77884 63508 751748 0 1046524 2016-04-15 12:04:42 895
948172 77840 63516 751772 0 1046524 2016-04-15 12:04:47 900
947972 78040 63524 751792 0 1046524 2016-04-15 12:04:52 905
948072 77940 63532 751812 0 1046524 2016-04-15 12:04:57 910
948228 77784 63540 751828 0 1046524 2016-04-15 12:05:02 915
948176 77836 63548 751848 0 1046524 2016-04-15 12:05:07 920
948276 77736 63556 751868 0 1046524 2016-04-15 12:05:12 925
948392 77620 63564 751892 0 1046524 2016-04-15 12:05:17 930
948384 77628 63572 751908 0 1046524 2016-04-15 12:05:22 935
948088 77924 63580 751928 0 1046524 2016-04-15 12:05:27 940
948316 77696 63588 751948 0 1046524 2016-04-15 12:05:32 945
948440 77572 63596 751968 0 1046524 2016-04-15 12:05:37 950
948480 77532 63604 751988 0 1046524 2016-04-15 12:05:43 955
948284 77728 63612 752004 0 1046524 2016-04-15 12:05:48 960
948548 77464 63620 752024 0 1046524 2016-04-15 12:05:53 965
948352 77660 63636 752036 0 1046524 2016-04-15 12:05:58 970
948880 77132 63644 752056 0 1046524 2016-04-15 12:06:03 975
948604 77408 63652 752068 0 1046524 2016-04-15 12:06:08 980
948628 77384 63660 752092 0 1046524 2016-04-15 12:06:13 985
948824 77188 63668 752112 0 1046524 2016-04-15 12:06:18 990
948940 77072 63676 752140 0 1046524 2016-04-15 12:06:23 995
948876 77136 63684 752168 0 1046524 2016-04-15 12:06:28 1000
948548 77464 63692 752196 0 1046524 2016-04-15 12:06:33 1005
948780 77232 63700 752220 0 1046524 2016-04-15 12:06:38 1010
948868 77144 63708 752252 0 1046524 2016-04-15 12:06:43 1015
948756 77256 63716 752272 0 1046524 2016-04-15 12:06:48 1020
949076 76936 63724 752292 0 1046524 2016-04-15 12:06:53 1025
948940 77072 63732 752312 0 1046524 2016-04-15 12:06:58 1030
949284 76728 63740 752332 0 1046524 2016-04-15 12:07:03 1035
948836 77176 63748 752356 0 1046524 2016-04-15 12:07:09 1040
949136 76876 63756 752376 0 1046524 2016-04-15 12:07:14 1045
948868 77144 63764 752396 0 1046524 2016-04-15 12:07:19 1050
949084 76928 63772 752412 0 1046524 2016-04-15 12:07:24 1055
949212 76800 63780 752440 0 1046524 2016-04-15 12:07:29 1060
949188 76824 63788 752464 0 1046524 2016-04-15 12:07:34 1065
949520 76492 63796 752492 0 1046524 2016-04-15 12:07:39 1070
949524 76488 63804 752516 0 1046524 2016-04-15 12:07:44 1075
949512 76500 63812 752544 0 1046524 2016-04-15 12:07:49 1080
949612 76400 63820 752568 0 1046524 2016-04-15 12:07:54 1085
949640 76372 63828 752584 0 1046524 2016-04-15 12:07:59 1090
949648 76364 63836 752600 0 1046524 2016-04-15 12:08:04 1095
949580 76432 63844 752620 0 1046524 2016-04-15 12:08:09 1100
949724 76288 63852 752636 0 1046524 2016-04-15 12:08:14 1105
949736 76276 63860 752652 0 1046524 2016-04-15 12:08:19 1110
949880 76132 63868 752672 0 1046524 2016-04-15 12:08:24 1115
949600 76412 63876 752692 0 1046524 2016-04-15 12:08:29 1120
949724 76288 63884 752712 0 1046524 2016-04-15 12:08:35 1125
949688 76324 63892 752732 0 1046524 2016-04-15 12:08:40 1130
949708 76304 63900 752752 0 1046524 2016-04-15 12:08:45 1135
949884 76128 63908 752772 0 1046524 2016-04-15 12:08:50 1140
949608 76404 63916 752792 0 1046524 2016-04-15 12:08:55 1145
949864 76148 63924 752808 0 1046524 2016-04-15 12:09:00 1150
949700 76312 63932 752828 0 1046524 2016-04-15 12:09:05 1155
949772 76240 63940 752848 0 1046524 2016-04-15 12:09:10 1160
950008 76004 63948 752868 0 1046524 2016-04-15 12:09:15 1165
949700 76312 63956 752892 0 1046524 2016-04-15 12:09:20 1170
950140 75872 63964 752912 0 1046524 2016-04-15 12:09:25 1175
949956 76056 63972 752932 0 1046524 2016-04-15 12:09:30 1180
949848 76164 63980 752956 0 1046524 2016-04-15 12:09:35 1185
950180 75832 63988 752976 0 1046524 2016-04-15 12:09:41 1190
950092 75920 63996 752996 0 1046524 2016-04-15 12:09:46 1195
950236 75776 64004 753016 0 1046524 2016-04-15 12:09:51 1200
950336 75676 64012 753036 0 1046524 2016-04-15 12:09:56 1205
950036 75976 64020 753056 0 1046524 2016-04-15 12:10:01 1210
950324 75688 64028 753072 0 1046524 2016-04-15 12:10:06 1215
950940 75072 64052 753392 0 1046524 2016-04-15 12:10:11 1220
940580 85432 63872 743584 0 1046524 2016-04-15 12:10:16 1225
940780 85232 63884 743928 0 1046524 2016-04-15 12:10:21 1230
940888 85124 63892 743948 0 1046524 2016-04-15 12:10:26 1235
941048 84964 63900 743968 0 1046524 2016-04-15 12:10:31 1240
940992 85020 63908 743988 0 1046524 2016-04-15 12:10:36 1245
